Batch_Number,SKU_ID,NDC_Code,Drug_Name,Therapeutic_Category,Route_Of_Administration,Dosage_Form,Packaging_Type,Supplier_ID,Supplier_Name,Country_Of_Origin,Purchase_Order_Ref,Quantity_Procured,Unit_Procurement_Cost_USD,Freight_Cost_Per_Unit_USD,Import_Tariff_Rate,Total_Procurement_Cost_USD,Unit_Selling_Price_USD,Maximum_Retail_Price_USD,Discount_Applied_Percent,Quantity_Sold,Total_Sales_Revenue_USD,Gross_Profit_USD,Sales_Channel,Payment_Method,Quantity_Remaining,Reorder_Level,Safety_Stock_Level,Stockout_Occurred,Manufacture_Date,Procurement_Date,Expiry_Date,Shelf_Life_Total_Days,Storage_Condition,Storage_Temperature_Min_C,Storage_Temperature_Max_C,Humidity_Sensitive,Prescription_Required,Controlled_Substance_Class,Quality_Control_Passed,Inspector_ID,Warehouse_Zone,Aisle_Rack_Number,Bin_Location_Code,Handling_Special_Notes,Quantity_Wasted,Wastage_Reason,Wastage_Financial_Loss_USD,Disposal_Method,Disposal_Approval_Status
BAT-2026-76317,SKU-532067,151-9700-38,Ceftriaxone 1g,Antibiotic,Injectable,Vial,Vial Pack,SUP-0769,BioCare Distribution,Germany,PO-63330,977,6.34,0.38,0.12,7308.74,9.89,10.88,10,579,5726.31,2055.45,In-Store Pharmacy,Cash,398,50,80,0,2025-07-08,2025-10-04,2027-06-20,712,Cold Chain (2-8°C),2.0,8.0,1,1,Non-Controlled,1,INS-110,Zone-A,Aisle-5-R3,BIN-285,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-94874,SKU-693418,753-4814-16,Heparin 5000IU/ml,Anticoagulant,Injectable,Vial,Vial Pack,SUP-8569,Apex Health Supplies,Switzerland,PO-45918,437,118.15,3.57,0.0,53191.64,166.73,183.4,20,290,48351.7,14088.2,Online Fulfillment,Insurance,147,200,80,0,2025-08-13,2025-11-06,2026-06-28,319,Cold Chain (2-8°C),2.0,8.0,1,1,Non-Controlled,1,INS-106,Cold Vault-1,Aisle-11-R4,BIN-574,Keep Refrigerated,147,Expired,17368.05,Incineration,Approved
BAT-2026-54725,SKU-814919,202-7771-52,Amoxicillin 500mg,Antibiotic,Oral,Capsule,Blister Pack,SUP-5813,Nexus BioPharma,USA,PO-25953,1829,183.61,7.61,0.05,366532.51,240.64,264.7,15,945,227404.8,53893.35,Emergency ICU,Insurance,884,200,20,0,2025-07-26,2025-09-08,2027-06-13,687,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-112,Cold Vault-2,Aisle-11-R5,BIN-381,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-11658,SKU-931016,834-8739-22,Insulin Glargine 100IU/ml,Antidiabetic,Injectable,Vial,Carton Box,SUP-8569,Apex Health Supplies,Germany,PO-99151,921,155.32,7.19,0.18,175420.66,256.96,282.66,15,392,100728.32,39842.88,Emergency ICU,Cash,529,200,40,0,2025-03-14,2025-04-09,2026-09-14,549,Cold Chain (2-8°C),2.0,8.0,0,0,Non-Controlled,1,INS-106,Hazmat Vault,Aisle-18-R2,BIN-813,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-65057,SKU-288803,797-3252-10,Ceftriaxone 1g,Antibiotic,Injectable,Vial,Vial Pack,SUP-9028,PharmaDist Inc,UK,PO-77933,1286,169.6,9.72,0.18,269864.53,249.04,273.94,15,959,238829.36,76182.96,Hospital Outpatient,Credit Card,327,200,40,0,2025-03-06,2025-05-12,2026-06-24,475,Cold Chain (2-8°C),2.0,8.0,0,0,Non-Controlled,1,INS-107,Cold Vault-1,Aisle-7-R5,BIN-678,Standard Handling,327,Expired,55459.2,Incineration,Approved
BAT-2026-74251,SKU-278240,663-3587-62,Amoxicillin 500mg,Antibiotic,Oral,Capsule,Blister Pack,SUP-9028,PharmaDist Inc,UK,PO-71156,1843,172.41,12.54,0.18,398058.14,249.46,274.41,20,933,232746.18,71887.65,Hospital Outpatient,Government Health Aid,910,200,40,0,2025-01-12,2025-04-03,2025-08-21,221,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-104,Cold Vault-2,Aisle-20-R1,BIN-497,Standard Handling,910,Expired,156893.1,Incineration,Approved
BAT-2026-23833,SKU-283573,768-8793-71,Ceftriaxone 1g,Antibiotic,Injectable,Vial,Vial Pack,SUP-0769,BioCare Distribution,UK,PO-74955,1056,192.19,4.92,0.05,218295.79,265.73,292.3,0,686,182290.78,50448.44,Online Fulfillment,Government Health Aid,370,200,20,0,2025-04-15,2025-07-01,2026-01-04,264,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-104,Zone-A,Aisle-10-R1,BIN-920,Standard Handling,370,Expired,71110.3,Incineration,Approved
BAT-2026-66822,SKU-182804,766-4267-46,Atorvastatin 20mg,Cardiovascular,Oral,Tablet,Strip,SUP-7152,GlobalMed Logistics,Germany,PO-57378,1804,75.97,5.23,0.05,153337.29,118.79,130.67,0,1170,138984.3,50099.4,Emergency ICU,Government Health Aid,634,100,20,0,2025-02-20,2025-04-03,2026-07-20,515,Room Temperature (15-25°C),15.0,25.0,0,0,Non-Controlled,1,INS-102,Zone-B,Aisle-7-R5,BIN-648,Keep Refrigerated,634,Expired,48164.98,Incineration,Pending Audit
BAT-2026-57472,SKU-739098,428-5676-92,Heparin 5000IU/ml,Anticoagulant,Injectable,Vial,Vial Pack,SUP-7152,GlobalMed Logistics,Switzerland,PO-77797,260,188.5,5.84,0.18,59350.2,251.72,276.89,10,194,48833.68,12264.68,Online Fulfillment,Government Health Aid,66,100,40,0,2024-12-05,2025-03-05,2026-10-21,685,Cold Chain (2-8°C),2.0,8.0,0,1,Schedule IV,1,INS-109,Hazmat Vault,Aisle-17-R3,BIN-769,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-93307,SKU-501126,160-2465-93,Sertraline 50mg,Psychiatric,Oral,Tablet,Blister Pack,SUP-8569,Apex Health Supplies,UK,PO-15697,1703,80.33,3.54,0.05,149670.71,107.16,117.88,15,1190,127520.4,31927.7,Online Fulfillment,Government Health Aid,513,50,80,0,2025-05-22,2025-08-05,2026-03-16,298,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-106,Zone-B,Aisle-8-R4,BIN-841,Keep Refrigerated,513,Expired,41209.29,Incineration,Approved
BAT-2026-70258,SKU-749813,687-4804-78,Sertraline 50mg,Psychiatric,Oral,Tablet,Blister Pack,SUP-9028,PharmaDist Inc,Germany,PO-39431,900,22.0,1.71,0.05,22329.0,30.94,34.03,10,371,11478.74,3316.74,In-Store Pharmacy,Credit Card,529,100,80,0,2025-03-09,2025-05-22,2026-10-04,574,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-108,Zone-B,Aisle-14-R1,BIN-149,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-30052,SKU-816318,856-1611-32,Omeprazole 20mg,Gastrointestinal,Oral,Capsule,Bottle,SUP-8569,Apex Health Supplies,Switzerland,PO-16155,497,61.75,2.24,0.12,35485.8,97.54,107.29,10,380,37065.2,13600.2,Hospital Outpatient,Cash,117,100,80,0,2025-03-28,2025-05-17,2026-07-11,470,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-105,Hazmat Vault,Aisle-10-R3,BIN-359,Protect from Light,117,Expired,7224.75,Incineration,Approved
BAT-2026-67080,SKU-352528,527-3880-14,Atorvastatin 20mg,Cardiovascular,Oral,Tablet,Strip,SUP-0769,BioCare Distribution,Switzerland,PO-46429,1400,29.02,1.25,0.05,44409.4,39.87,43.86,15,991,39511.17,10752.35,Online Fulfillment,Government Health Aid,409,100,40,0,2025-03-19,2025-04-04,2026-12-26,647,Room Temperature (15-25°C),15.0,25.0,0,1,Schedule IV,1,INS-109,Zone-A,Aisle-7-R2,BIN-699,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-33086,SKU-621841,956-7504-73,Ceftriaxone 1g,Antibiotic,Injectable,Vial,Vial Pack,SUP-0769,BioCare Distribution,Germany,PO-65058,915,33.19,2.36,0.12,36172.51,53.9,59.29,20,835,45006.5,17292.85,Hospital Outpatient,Insurance,80,200,40,0,2025-04-04,2025-07-21,2026-08-16,499,Cold Chain (2-8°C),2.0,8.0,1,1,Non-Controlled,1,INS-102,Cold Vault-1,Aisle-10-R1,BIN-220,Protect from Light,80,Expired,2655.2,Incineration,Approved
BAT-2026-78386,SKU-711484,290-5742-14,Lisinopril 10mg,Cardiovascular,Oral,Tablet,Bottle,SUP-8569,Apex Health Supplies,USA,PO-79784,1627,189.84,12.91,0.18,385470.79,315.42,346.96,5,1017,320782.14,127714.86,In-Store Pharmacy,Credit Card,610,100,80,0,2025-07-12,2025-09-19,2027-04-07,634,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-108,Cold Vault-1,Aisle-1-R4,BIN-814,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-95256,SKU-250069,109-5888-82,Lisinopril 10mg,Cardiovascular,Oral,Tablet,Bottle,SUP-9028,PharmaDist Inc,India,PO-68833,1515,158.78,9.36,0.0,254732.1,238.1,261.91,15,1124,267624.4,89155.68,Emergency ICU,Government Health Aid,391,50,40,0,2024-11-17,2025-03-06,2026-01-02,411,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-101,Cold Vault-2,Aisle-3-R3,BIN-629,Protect from Light,391,Expired,62082.98,Incineration,Pending Audit
BAT-2026-45400,SKU-343467,717-2758-52,Sertraline 50mg,Psychiatric,Oral,Tablet,Blister Pack,SUP-9028,PharmaDist Inc,Germany,PO-51450,1258,192.21,13.03,0.05,270281.93,246.22,270.84,5,1109,273057.98,59897.09,Emergency ICU,Cash,149,200,40,0,2025-03-09,2025-04-24,2026-10-27,597,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-101,Zone-A,Aisle-15-R2,BIN-602,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-90728,SKU-583550,391-8444-92,Propofol 10mg/ml,Anesthetic,Injectable,Ampoule,Ampoule Box,SUP-0769,BioCare Distribution,Switzerland,PO-10676,1318,130.54,3.5,0.18,207634.03,172.28,189.51,5,1202,207080.56,50171.48,Hospital Outpatient,Insurance,116,200,80,0,2025-10-11,2025-11-26,2027-01-31,477,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-107,Zone-B,Aisle-15-R4,BIN-278,Standard Handling,7,Temperature Breach,913.78,Hazardous Bio-Waste,Approved
BAT-2026-80539,SKU-768891,656-9590-73,Ibuprofen 400mg,Analgesic,Oral,Tablet,Strip,SUP-5813,Nexus BioPharma,Germany,PO-61361,500,36.49,2.25,0.18,22654.1,50.47,55.52,20,256,12920.32,3578.88,Hospital Outpatient,Cash,244,100,40,0,2025-05-13,2025-07-08,2027-01-21,618,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-107,Cold Vault-2,Aisle-18-R2,BIN-562,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-73372,SKU-366314,237-9261-69,Lisinopril 10mg,Cardiovascular,Oral,Tablet,Bottle,SUP-7152,GlobalMed Logistics,India,PO-35507,739,193.81,4.56,0.05,153756.71,265.23,291.75,15,515,136593.45,36781.3,Online Fulfillment,Cash,224,50,20,0,2025-02-06,2025-04-17,2026-02-14,373,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-107,Zone-B,Aisle-20-R4,BIN-400,Keep Refrigerated,224,Expired,43413.44,Incineration,Approved
BAT-2026-70931,SKU-581894,379-4159-24,Omeprazole 20mg,Gastrointestinal,Oral,Capsule,Bottle,SUP-5813,Nexus BioPharma,USA,PO-53870,1156,139.32,10.66,0.0,173376.88,197.17,216.89,15,613,120865.21,35462.05,In-Store Pharmacy,Insurance,543,50,40,0,2025-02-21,2025-05-21,2025-10-30,251,Room Temperature (15-25°C),15.0,25.0,1,0,Schedule II,1,INS-102,Cold Vault-2,Aisle-11-R1,BIN-974,Keep Refrigerated,543,Expired,75650.76,Incineration,Approved
BAT-2026-67091,SKU-367729,438-3662-68,Insulin Glargine 100IU/ml,Antidiabetic,Injectable,Vial,Carton Box,SUP-9028,PharmaDist Inc,UK,PO-20722,787,185.91,5.5,0.0,150639.67,232.45,255.7,15,511,118781.95,23781.94,Online Fulfillment,Insurance,276,200,20,0,2025-05-12,2025-06-24,2027-03-10,667,Cold Chain (2-8°C),2.0,8.0,0,0,Non-Controlled,1,INS-106,Zone-B,Aisle-9-R4,BIN-266,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-87656,SKU-799233,763-5215-33,Metformin 800mg,Antidiabetic,Oral,Tablet,Bottle,SUP-0769,BioCare Distribution,USA,PO-84949,559,157.82,7.1,0.05,96601.35,242.59,266.85,5,512,124206.08,43402.24,Emergency ICU,Cash,47,200,20,0,2024-12-06,2025-03-06,2026-06-15,556,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-106,Zone-B,Aisle-9-R2,BIN-140,Standard Handling,47,Expired,7417.54,Incineration,Approved
BAT-2026-45179,SKU-109853,114-6523-47,Atorvastatin 20mg,Cardiovascular,Oral,Tablet,Strip,SUP-8569,Apex Health Supplies,Germany,PO-13325,1054,46.2,2.56,0.18,60158.1,65.63,72.19,20,581,38131.03,11288.83,Online Fulfillment,Government Health Aid,473,50,80,0,2025-10-08,2025-11-11,2026-10-06,363,Room Temperature (15-25°C),15.0,25.0,0,0,Non-Controlled,1,INS-105,Cold Vault-2,Aisle-20-R4,BIN-397,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-52245,SKU-943718,681-4164-32,Metformin 800mg,Antidiabetic,Oral,Tablet,Bottle,SUP-5813,Nexus BioPharma,UK,PO-39573,569,118.61,8.08,0.05,75461.06,158.17,173.99,0,241,38118.97,9533.96,Online Fulfillment,Cash,328,50,80,0,2025-07-18,2025-10-14,2026-01-27,193,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-102,Cold Vault-1,Aisle-10-R2,BIN-715,Standard Handling,328,Expired,38904.08,Incineration,Approved
BAT-2026-42177,SKU-587853,725-7643-64,Amoxicillin 500mg,Antibiotic,Oral,Capsule,Blister Pack,SUP-9028,PharmaDist Inc,UK,PO-65550,1498,36.72,2.23,0.0,58347.1,46.21,50.83,15,1004,46394.84,9527.96,Hospital Outpatient,Cash,494,200,40,0,2025-02-18,2025-03-05,2027-01-02,683,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-107,Cold Vault-1,Aisle-19-R2,BIN-439,Fragile Glass,322,Packaging Defect,11823.84,N/A,Approved
BAT-2026-21359,SKU-401603,627-6372-21,Albuterol Inhaler,Respiratory,Inhalation,Inhaler,Canister Box,SUP-5813,Nexus BioPharma,Switzerland,PO-19757,1145,62.75,1.94,0.05,77662.49,102.63,112.89,0,739,75843.57,29471.32,Emergency ICU,Credit Card,406,200,40,0,2024-11-03,2025-01-10,2025-08-17,287,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-111,Cold Vault-2,Aisle-11-R1,BIN-536,Protect from Light,406,Expired,25476.5,Incineration,Approved
BAT-2026-46559,SKU-810526,510-2562-33,Lisinopril 10mg,Cardiovascular,Oral,Tablet,Bottle,SUP-0769,BioCare Distribution,UK,PO-42765,849,138.32,5.92,0.18,143597.82,221.2,243.32,5,602,133162.4,49893.76,In-Store Pharmacy,Cash,247,100,20,0,2025-05-15,2025-06-04,2026-12-21,585,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-105,Hazmat Vault,Aisle-4-R1,BIN-212,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-69087,SKU-673149,243-8822-51,Propofol 10mg/ml,Anesthetic,Injectable,Ampoule,Ampoule Box,SUP-7152,GlobalMed Logistics,UK,PO-35805,1793,27.21,1.13,0.0,50813.62,36.94,40.63,5,1130,41742.2,10994.9,Emergency ICU,Government Health Aid,663,50,80,0,2025-04-05,2025-04-25,2026-12-24,628,Cold Chain (2-8°C),2.0,8.0,0,1,Schedule IV,1,INS-104,Cold Vault-1,Aisle-11-R5,BIN-803,Fragile Glass,529,Packaging Defect,14394.09,N/A,Approved
BAT-2026-41963,SKU-265649,354-1111-43,Amoxicillin 500mg,Antibiotic,Oral,Capsule,Blister Pack,SUP-5813,Nexus BioPharma,Germany,PO-31558,137,146.31,3.18,0.0,20480.13,230.36,253.4,10,61,14051.96,5127.05,Online Fulfillment,Government Health Aid,76,50,80,0,2024-11-10,2025-01-24,2026-10-26,715,Room Temperature (15-25°C),15.0,25.0,0,1,Schedule IV,1,INS-112,Hazmat Vault,Aisle-16-R3,BIN-258,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-70910,SKU-177449,492-4858-67,Lisinopril 10mg,Cardiovascular,Oral,Tablet,Bottle,SUP-8569,Apex Health Supplies,UK,PO-53152,329,189.86,11.59,0.0,66277.05,293.57,322.93,20,229,67227.53,23749.59,Hospital Outpatient,Insurance,100,50,40,0,2024-09-17,2025-01-03,2025-06-11,267,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-102,Hazmat Vault,Aisle-5-R3,BIN-957,Protect from Light,100,Expired,18986.0,Incineration,Approved
BAT-2026-84691,SKU-563187,871-5374-52,Azithromycin 250mg,Antibiotic,Oral,Tablet,Blister Pack,SUP-7152,GlobalMed Logistics,Switzerland,PO-50737,1488,189.84,13.35,0.18,353193.47,283.34,311.67,10,1121,317624.14,104813.5,Emergency ICU,Government Health Aid,367,100,20,0,2025-03-25,2025-07-16,2026-01-21,302,Room Temperature (15-25°C),15.0,25.0,0,0,Non-Controlled,1,INS-111,Zone-A,Aisle-13-R5,BIN-178,Fragile Glass,367,Expired,69671.28,Incineration,Approved
BAT-2026-89997,SKU-462351,409-1187-43,Amoxicillin 500mg,Antibiotic,Oral,Capsule,Blister Pack,SUP-5813,Nexus BioPharma,UK,PO-18237,662,79.54,6.24,0.05,59419.13,113.29,124.62,0,601,68087.29,20283.75,Hospital Outpatient,Credit Card,61,200,20,0,2025-03-27,2025-06-14,2026-02-16,326,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-111,Cold Vault-2,Aisle-1-R4,BIN-303,Keep Refrigerated,61,Expired,4851.94,Incineration,Approved
BAT-2026-97580,SKU-716113,769-6890-98,Amoxicillin 500mg,Antibiotic,Oral,Capsule,Blister Pack,SUP-8569,Apex Health Supplies,Switzerland,PO-92050,537,198.87,5.54,0.0,109768.17,295.49,325.04,5,188,55552.12,18164.56,Online Fulfillment,Government Health Aid,349,50,80,0,2025-06-28,2025-07-17,2027-02-02,584,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-107,Cold Vault-1,Aisle-11-R4,BIN-593,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-59674,SKU-413685,341-2017-95,Albuterol Inhaler,Respiratory,Inhalation,Inhaler,Canister Box,SUP-5813,Nexus BioPharma,India,PO-91958,1899,193.11,14.53,0.18,460317.22,284.62,313.08,15,690,196387.8,63141.9,Hospital Outpatient,Credit Card,1209,100,40,0,2025-05-11,2025-07-19,2026-12-22,590,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-108,Cold Vault-2,Aisle-6-R3,BIN-597,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-54092,SKU-769975,221-8625-49,Omeprazole 20mg,Gastrointestinal,Oral,Capsule,Bottle,SUP-0769,BioCare Distribution,India,PO-22678,1406,8.41,0.23,0.18,14276.24,12.6,13.86,15,993,12511.8,4160.67,Emergency ICU,Credit Card,413,50,40,0,2025-07-23,2025-10-13,2026-05-03,284,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-101,Zone-A,Aisle-20-R1,BIN-355,Protect from Light,413,Expired,3473.33,Incineration,Approved
BAT-2026-13761,SKU-544920,263-7642-97,Propofol 10mg/ml,Anesthetic,Injectable,Ampoule,Ampoule Box,SUP-7152,GlobalMed Logistics,UK,PO-13653,126,121.27,5.42,0.12,17796.54,185.04,203.54,20,52,9622.08,3316.04,Hospital Outpatient,Insurance,74,100,40,0,2025-05-21,2025-07-25,2026-05-08,352,Cold Chain (2-8°C),2.0,8.0,0,0,Non-Controlled,1,INS-105,Zone-A,Aisle-10-R3,BIN-105,Keep Refrigerated,74,Expired,8973.98,Incineration,Approved
BAT-2026-74789,SKU-823846,614-6095-98,Heparin 5000IU/ml,Anticoagulant,Injectable,Vial,Vial Pack,SUP-5813,Nexus BioPharma,UK,PO-72910,325,184.37,4.2,0.0,61285.25,257.23,282.95,0,270,69452.1,19672.2,Emergency ICU,Insurance,55,100,40,0,2024-10-17,2025-01-01,2025-06-20,246,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-112,Cold Vault-1,Aisle-19-R5,BIN-496,Fragile Glass,55,Expired,10140.35,Incineration,Approved
BAT-2026-52600,SKU-362246,220-5833-57,Lorazepam 1mg,Psychiatric,Oral,Tablet,Bottle,SUP-8569,Apex Health Supplies,Switzerland,PO-66616,1400,193.57,6.91,0.18,329451.64,297.79,327.57,10,1128,335907.12,117560.16,In-Store Pharmacy,Insurance,272,50,80,0,2024-10-11,2025-02-06,2026-04-16,552,Room Temperature (15-25°C),15.0,25.0,1,1,Schedule IV,0,INS-111,Zone-A,Aisle-2-R5,BIN-894,Protect from Light,272,Expired,52651.04,Incineration,Pending Audit
BAT-2026-33834,SKU-579027,729-4618-38,Propofol 10mg/ml,Anesthetic,Injectable,Ampoule,Ampoule Box,SUP-7152,GlobalMed Logistics,USA,PO-13148,897,45.74,1.78,0.05,44676.88,59.45,65.4,0,824,48986.8,11297.04,Online Fulfillment,Cash,73,100,80,0,2025-01-19,2025-05-16,2026-02-06,383,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-106,Zone-A,Aisle-2-R2,BIN-862,Fragile Glass,73,Expired,3339.02,Incineration,Approved
BAT-2026-73904,SKU-986365,236-8834-29,Insulin Glargine 100IU/ml,Antidiabetic,Injectable,Vial,Carton Box,SUP-0769,BioCare Distribution,Germany,PO-87664,1732,113.98,7.1,0.18,245244.96,169.31,186.24,0,1014,171680.34,56104.62,Emergency ICU,Government Health Aid,718,50,40,0,2024-12-27,2025-04-10,2026-06-06,526,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-101,Hazmat Vault,Aisle-16-R1,BIN-926,Keep Refrigerated,718,Expired,81837.64,Incineration,Approved
BAT-2026-37802,SKU-416797,565-7121-63,Amoxicillin 500mg,Antibiotic,Oral,Capsule,Blister Pack,SUP-0769,BioCare Distribution,Switzerland,PO-92090,383,187.46,11.37,0.18,89075.38,239.95,263.94,20,206,49429.7,10812.94,Online Fulfillment,Government Health Aid,177,50,40,0,2025-04-03,2025-08-01,2026-04-23,385,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-103,Cold Vault-2,Aisle-3-R2,BIN-769,Keep Refrigerated,177,Expired,33180.42,Incineration,Approved
BAT-2026-56507,SKU-308894,818-9998-70,Propofol 10mg/ml,Anesthetic,Injectable,Ampoule,Ampoule Box,SUP-9028,PharmaDist Inc,UK,PO-53817,978,29.85,1.97,0.12,34623.16,48.53,53.38,10,654,31738.62,12216.72,In-Store Pharmacy,Credit Card,324,100,80,0,2025-01-08,2025-02-04,2026-08-24,593,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-104,Hazmat Vault,Aisle-5-R1,BIN-280,Standard Handling,324,Expired,9671.4,Incineration,Approved
BAT-2026-43862,SKU-503380,875-9806-95,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-9028,PharmaDist Inc,Switzerland,PO-42821,1059,149.58,8.17,0.0,167057.25,195.71,215.28,15,755,147761.05,34828.15,Emergency ICU,Cash,304,200,20,0,2025-06-14,2025-08-25,2026-04-15,305,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-103,Hazmat Vault,Aisle-17-R2,BIN-891,Fragile Glass,304,Expired,45472.32,Incineration,Approved
BAT-2026-54608,SKU-994787,945-4578-41,Lorazepam 1mg,Psychiatric,Oral,Tablet,Bottle,SUP-7152,GlobalMed Logistics,Switzerland,PO-42394,1604,49.12,2.65,0.18,97221.01,80.71,88.78,15,571,46085.41,18037.89,In-Store Pharmacy,Cash,1033,100,80,0,2024-12-23,2025-03-11,2026-02-14,418,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-110,Zone-A,Aisle-8-R1,BIN-485,Standard Handling,1033,Expired,50740.96,Incineration,Approved
BAT-2026-46655,SKU-606680,796-2341-77,Insulin Glargine 100IU/ml,Antidiabetic,Injectable,Vial,Carton Box,SUP-7152,GlobalMed Logistics,Germany,PO-24134,552,196.51,15.46,0.05,122431.12,263.51,289.86,5,256,67458.56,17152.0,Hospital Outpatient,Credit Card,296,100,40,0,2025-04-29,2025-06-13,2027-01-03,614,Cold Chain (2-8°C),2.0,8.0,1,1,Non-Controlled,1,INS-101,Hazmat Vault,Aisle-12-R3,BIN-144,Protect from Light,211,Temperature Breach,41463.61,Hazardous Bio-Waste,Approved
BAT-2026-88139,SKU-211834,557-9653-56,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-9028,PharmaDist Inc,India,PO-72072,1119,35.24,2.12,0.12,46537.87,51.75,56.93,10,571,29549.25,9427.21,Hospital Outpatient,Insurance,548,50,40,0,2025-08-07,2025-09-01,2027-06-29,691,Room Temperature (15-25°C),15.0,25.0,0,0,Schedule IV,1,INS-103,Cold Vault-2,Aisle-11-R1,BIN-409,Protect from Light,0,None,0.0,N/A,N/A
BAT-2026-46211,SKU-348728,179-2838-17,Albuterol Inhaler,Respiratory,Inhalation,Inhaler,Canister Box,SUP-7152,GlobalMed Logistics,UK,PO-41242,1952,177.29,7.14,0.18,422299.97,229.49,252.44,5,1562,358463.38,81536.4,Emergency ICU,Cash,390,50,20,0,2025-03-31,2025-06-25,2026-07-09,465,Room Temperature (15-25°C),15.0,25.0,0,1,Schedule IV,1,INS-109,Zone-B,Aisle-14-R3,BIN-287,Fragile Glass,390,Expired,69143.1,Incineration,Approved
BAT-2026-82848,SKU-499889,948-9972-74,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-7152,GlobalMed Logistics,Switzerland,PO-54669,915,19.57,1.01,0.05,19726.03,29.49,32.44,20,480,14155.2,4761.6,Online Fulfillment,Cash,435,50,80,0,2024-11-06,2025-02-25,2026-02-08,459,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-103,Zone-A,Aisle-3-R4,BIN-328,Standard Handling,435,Expired,8512.95,Incineration,Approved
BAT-2026-11330,SKU-699704,307-9792-29,Ibuprofen 400mg,Analgesic,Oral,Tablet,Strip,SUP-8569,Apex Health Supplies,Switzerland,PO-17134,758,142.38,8.83,0.0,114617.18,231.56,254.72,0,484,112075.04,43163.12,Emergency ICU,Insurance,274,200,40,0,2025-11-11,2025-11-27,2027-06-23,589,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-103,Cold Vault-1,Aisle-13-R5,BIN-448,Standard Handling,0,None,0.0,N/A,N/A
